DOI,Abstract,Journal,Journal URL,PubMed URL,Open access?,Press release
10.1098/rsif.2018.0561,"European honey bees (Apis mellifera) live in large congested nest cavities with a single opening that limits passive ventilation. When the local air temperature exceeds a threshold, the nests are actively ventilated by bees fanning their wings at the nest entrance. Here, we show that colonies with relatively large nest entrances use an emergent ventilation strategy where fanning bees self-organize to form groups, separating regions of continuous inflow and outflow. The observed spatio-temporal patterns correlate the air velocity and air temperature along the entrances to the distribution of fanning bees. A mathematical model that couples these variables to known fanning behaviour of individuals recapitulates their collective dynamics. Additionally, the model makes predictions about the temporal stability of the fanning group as a function of the temperature difference between the environment and the nest. Consistent with these predictions, we observe that the fanning groups drift, cling to the entrance boundaries, break-up and reform as the ambient temperature varies over a period of days. Overall, our study shows how honeybees use flow-mediated communication to self-organize into a steady state in fluctuating environments.",Journal of the Royal Society Interface,https://royalsocietypublishing.org/doi/10.1098/rsif.2018.0561,https://pubmed.ncbi.nlm.nih.gov/30958168/,,https://www.sciencedaily.com/releases/2019/02/190208124703.htm
10.1016/j.actbio.2012.12.023,"Turtle shell is a multi-scale bio-composite in which the components are arranged in various spatial patterns, leading to an unusually strong and durable structure. The keratin-coated dorsal shell, termed the carapace, exhibits a flat bone, sandwich-like structure made up of two exterior cortices enclosing a cancellous interior. This unique structure was developed by nature to protect the reptile from predator attacks by sustaining impact loads and dissipating energy. In the present study we attempt to correlate the micro-scale architecture with the mechanical properties of the carapace sub-regions of the red-eared slider turtle. The microscopic structural features were examined by scanning electron microscopy and micro-computed tomography. Nanoindentation tests were performed under dry and wet conditions on orthogonal anatomical planes to evaluate the elastic modulus and hardness of the various carapace sub-regions. The mineral content was also measured in the different regions of the carapace. Consequently, we discuss the influence of hydration on the carapace sub-regions and the contribution of each sub-region to the overall mechanical resistance of the assemblage.",Acta Biomaterialia,https://www.sciencedirect.com/science/article/abs/pii/S1742706112006150?via%3Dihub,https://pubmed.ncbi.nlm.nih.gov/23271040/,,
10.1098/rsob.200019,"Limpets (Patella vulgata L.) are renowned for their powerful attachments to rocks on wave-swept seashores. Unlike adult barnacles and mussels, limpets do not adhere permanently; instead, they repeatedly transition between long-term adhesion and locomotive adhesion depending on the tide. Recent studies on the adhesive secretions (bio-adhesives) of marine invertebrates have expanded our knowledge on the composition and function of temporary and permanent bio-adhesives. In comparison, our understanding of the limpets' transitory adhesion remains limited. In this study, we demonstrate that suction is not the primary attachment mechanism in P. vulgata; rather, they secrete specialized pedal mucus for glue-like adhesion. Through combined transcriptomics and proteomics, we identified 171 protein sequences from the pedal mucus. Several of these proteins contain conserved domains found in temporary bio-adhesives from sea stars, sea urchins, marine flatworms and sea anemones. Many of these proteins share homology with fibrous gel-forming glycoproteins, including fibrillin, hemolectin and SCO-spondin. Moreover, proteins with potential protein- and glycan-degrading domains could have an immune defence role or assist degrading adhesive mucus to facilitate the transition from stationary to locomotive states. We also discovered glycosylation patterns unique to the pedal mucus, indicating that specific sugars may be involved in transitory adhesion. Our findings elucidate the mechanisms underlying P. vulgata adhesion and provide opportunities for future studies on bio-adhesives that form strong attachments and resist degradation until necessary for locomotion.",Royal Society Open Biology,https://royalsocietypublishing.org/doi/10.1098/rsob.200019,https://pubmed.ncbi.nlm.nih.gov/32543352/,,
10.1098/rsif.2012.0132,"Narrow crevices are challenging terrain for most organisms and biomimetic robots. Snakes move through crevices using sequential folding and unfolding of their bodies in the manner of an accordion or concertina. In this combined experimental and theoretical investigation, we elucidate this effective means of moving through channels. We measure the frictional properties of corn snakes, their body kinematics and the transverse forces they apply to channels of varying width and inclination. To climb channels inclined at 60°, we find snakes use a combination of ingenious friction-enhancing techniques, including digging their ventral scales to double their frictional coefficient and pushing channel walls transversely with up to nine times body weight. Theoretical modelling of a one-dimensional n-linked crawler is used to calculate the transverse force factor of safety: we find snakes push up to four times more than required to prevent sliding backwards, presumably trading metabolic energy for an assurance of wall stability.",Journal of the Royal Society Interface,https://royalsocietypublishing.org/doi/full/10.1098/rsif.2012.0132,https://pubmed.ncbi.nlm.nih.gov/22728386/,,
10.1242/jeb.226654,"Animal-borne video recordings from blue whales in the open ocean show that remoras preferentially adhere to specific regions on the surface of the whale. Using empirical and computational fluid dynamics analyses, we show that remora attachment was specific to regions of separating flow and wakes caused by surface features on the whale. Adhesion at these locations offers remoras drag reduction of up to 71–84% compared with the freestream. Remoras were observed to move freely along the surface of the whale using skimming and sliding behaviors. Skimming provided drag reduction as high as 50–72% at some locations for some remora sizes, but little to none was available in regions where few to no remoras were observed. Experimental work suggests that the Venturi effect may help remoras stay near the whale while skimming. Understanding the flow environment around a swimming blue whale will inform the placement of biosensor tags to increase attachment time for extended ecological monitoring.",Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/223/20/jeb226654,https://pubmed.ncbi.nlm.nih.gov/32543352/,,
10.1073/pnas.2014531117,"Bats and moths are embroiled in an evolutionary arms race. Using ultrasonic biosonar, bats detect their insect prey, which in turn deploy diverse strategies to avoid predation. Here, we show that some moth species evolved wings covered with a canopy of scales that reduces ultrasonic echoes. Our empirical and mathematical analysis together show that moth wings exhibit key features of a desirable technological acoustic metamaterial. This work enriches our understanding of the structural and functional complexity of lepidopteran wings and reveals enticing new ways to design, using bioinspired metamaterial properties, high-performance acoustic panels and noise mitigation devices.",PNAS,https://www.pnas.org/content/early/2020/11/17/2014531117,https://pubmed.ncbi.nlm.nih.gov/33229524/,,
10.1098/rspb.2003.2637,"To capture prey, chameleons ballistically project their tongues as far as 1.5 body lengths with accelerations of up to 500 m s(-2). At the core of a chameleon's tongue is a cylindrical tongue skeleton surrounded by the accelerator muscle. Previously, the cylindrical accelerator muscle was assumed to power tongue projection directly during the actual fast projection of the tongue. However, high-speed recordings of Chamaeleo melleri and C. pardalis reveal that peak powers of 3000 W kg(-1) are necessary to generate the observed accelerations, which exceed the accelerator muscle's capacity by at least five- to 10-fold. Extrinsic structures might power projection via the tongue skeleton. High-speed fluoroscopy suggests that they contribute less than 10% of the required peak instantaneous power. Thus, the projection power must be generated predominantly within the tongue, and an energy-storage-and-release mechanism must be at work. The key structure in the projection mechanism is probably a cylindrical connective-tissue layer, which surrounds the entoglossal process and was previously suggested to act as lubricating tissue. This tissue layer comprises at least 10 sheaths that envelop the entoglossal process. The outer portion connects anteriorly to the accelerator muscle and the inner portion to the retractor structures. The sheaths contain helical arrays of collagen fibres. Prior to projection, the sheaths are longitudinally loaded by the combined radial contraction and hydrostatic lengthening of the accelerator muscle, at an estimated mean power of 144 W kg(-1) in C. melleri. Tongue projection is triggered as the accelerator muscle and the loaded portions of the sheaths start to slide over the tip of the entoglossal process. The springs relax radially while pushing off the rounded tip of the entoglossal process, making the elastic energy stored in the helical fibres available for a simultaneous forward acceleration of the tongue pad, accelerator muscle and retractor structures. The energy release continues as the multilayered spring slides over the tip of the smooth and lubricated entoglossal process. This sliding-spring theory predicts that the sheaths deliver most of the instantaneous power required for tongue projection. The release power of the sliding tubular springs exceeds the work rate of the accelerator muscle by at least a factor of 10 because the elastic-energy release occurs much faster than the loading process. Thus, we have identified a unique catapult mechanism that is very different from standard engineering designs. Our morphological and kinematic observations, as well as the available literature data, are consistent with the proposed mechanism of tongue projection, although experimental tests of the sheath strain and the lubrication of the entoglossal process are currently beyond our technical scope.",Proceedings of the Royal Society B,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2003.2637,https://pubmed.ncbi.nlm.nih.gov/15209111/,,
10.1038/srep18625,"Stretching elastic tissues and using their recoil to power movement allows organisms to release energy more rapidly than by muscle contraction directly, thus amplifying power output. Chameleons employ such a mechanism to ballistically project their tongue up to two body lengths, achieving power outputs nearly three times greater than those possible via muscle contraction. Additionally, small organisms tend to be capable of greater performance than larger species performing similar movements. To test the hypothesis that small chameleon species outperform larger species during ballistic tongue projection, performance was examined during feeding among 20 chameleon species in nine genera. This revealed that small species project their tongues proportionately further than large species, achieving projection distances of 2.5 body lengths. Furthermore, feedings with peak accelerations of 2,590 m s−2, or 264 g and peak power output values of 14,040 W kg−1 are reported. These values represent the highest accelerations and power outputs reported for any amniote movement, highlighting the previously underestimated performance capability of the family. These findings show that examining movements in smaller animals may expose movements harbouring cryptic power amplification mechanisms and illustrate how varying metabolic demands may help drive morphological evolution.",Scientific Reports,https://www.nature.com/articles/srep18625,https://pubmed.ncbi.nlm.nih.gov/26725508/,checked,
10.1021/jacs.5b03820,"Firefly luciferase produces light by converting substrate beetle luciferin into the corresponding adenylate that it subsequently oxidizes to oxyluciferin, the emitter of bioluminescence. We have confirmed the generally held notions that the oxidation step is initiated by formation of a carbanion intermediate and that a hydroperoxide (anion) is involved. Additionally, structural evidence is presented that accounts for the delivery of oxygen to the substrate reaction site. Herein, we report key convincing spectroscopic evidence of the participation of superoxide anion in a related chemical model reaction that supports a single electron-transfer pathway for the critical oxidative process. This mechanism may be a common feature of bioluminescence processes in which light is produced by an enzyme in the absence of cofactors.",Journal of the American Chemical Society,https://pubs.acs.org/doi/10.1021/jacs.5b03820,https://pubmed.ncbi.nlm.nih.gov/26057379/,,
10.1103/PhysRevE.71.011906,"The optical properties of the inflorescence of the high-altitude Leontopodium nivale subsp. alpinum (edelweiss) is investigated, in relation with its submicrometer structure, as determined by scanning electron microscopy. The filaments forming the hair layer have been found to exhibit an internal structure which may be one of the few examples of a photonic structure found in a plant. Measurements of light transmission through a self-supported layer of hair pads taken from the bracts supports the idea that the wooly layer covering the plant absorbs near-ultraviolet radiation before it reaches the cellular tissue. Calculations based on a photonic-crystal model provide insight on the way radiation can be absorbed by the filamentary threads.",The European Physical Journal E Soft Matter and Biological Physics,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.71.011906,https://pubmed.ncbi.nlm.nih.gov/15697629/,,
doi:10.1098/rspb.2007.1251,"Some organisms can manipulate the nervous systems of others or alter their physiology in order to obtain benefit. Ants are known to limit alate aphid dispersal by physically removing wings and also through chemical manipulation of the alate developmental pathway. This results in reduced dispersal and higher local densities of aphids, which benefit ants in terms of increased honeydew and prey availability. Here, we show that the walking movement of mutualistic apterous aphids is also reduced by ant semiochemicals. Aphids walk slower and their dispersal from an unsuitable patch is hampered by ants. If aphid walking dispersal has evolved as a means of natural enemy escape, then ant chemicals may act as a signal indicating protection; hence, reduced dispersal could be adaptive for aphids. If, however, dispersal is primarily a means to reduce competition or to maintain persistent metapopulations, then manipulation by ants could be detrimental. Such manipulation strategies, common in host-parasite and predator-prey interactions, may be more common in mutualism than expected.",Proceedings of the Royal Society B,https://royalsocietypublishing.org/doi/10.1098/rspb.2007.1251?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,https://pubmed.ncbi.nlm.nih.gov/17925280/,,
,,"Annals of Science,""Principles of Animal Communication, Second Edition"",Nature communications",https://www.tandfonline.com/doi/abs/10.1080/00033796800200111 https://www.nature.com/articles/ncomms7368,,,
,,Journal of Mechanical Behavior of Biomedical Materials,https://www.sciencedirect.com/science/article/pii/S1751616117300267?via%3Dihub,,,
,,Colloids and Surfaces A: Physiochemical and Engineering Aspects,https://www.sciencedirect.com/science/article/pii/S0927775716305106?via%3Dihub,,,
,,Progress in Organic Coatings,https://www.sciencedirect.com/science/article/pii/S0300944006002657,,,
,,Cell Physiology Source Book (Fourth Edition),https://www.sciencedirect.com/science/article/pii/B978012387738300041X,,,
,,Materials Science and Engineering,https://www.sciencedirect.com/science/article/abs/pii/S0928493106003602,,,
,,Flora,https://www.sciencedirect.com/science/article/abs/pii/S0367253016301529,,,
,,Biosystems,https://www.sciencedirect.com/science/article/abs/pii/S092523120500233X,,,
,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/200/16/2209 ,,,
,,Animal Behaviour,https://www.sciencedirect.com/science/article/abs/pii/S0003347213003308?via%3Dihub,,,
,,"Materials Science and Engineering,Philosophical Transactions of the Royal Society A",https://www.sciencedirect.com/science/article/abs/pii/0928493195001158?via%3Dihub https://www.jstor.org/stable/36378?seq=1,,,
,,"PNAS,Annual Review of Immunology,General and Comparative Endocrinology",https://www.pnas.org/content/early/2010/10/11/1008768107/tab-article-info https://www.annualreviews.org/doi/10.1146/annurev.iy.13.040195.000425 https://www.sciencedirect.com/science/article/pii/S0016648011003935?via%3Dihub,,,
,,"Ecology,Ecological Applications,PNAS",https://www.pnas.org/content/108/41/17034 https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/06-0409.1 https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2265614,,,
,,PNAS,https://www.pnas.org/content/107/3/987 ,,,
,,"PNAS,Plant Signaling & Behavior,Proceedings of the Royal Society B",https://www.pnas.org/content/101/39/14138 https://www.tandfonline.com/doi/full/10.4161/psb.4.11.9664 https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2007.1402,,,
,,Canadian Journal of Botany,https://www.nrcresearchpress.com/doi/10.1139/b79-123,,,
,,"Proceedings of the Royal Society B,Biology Letters",https://www.ncbi.nlm.nih.gov/pubmed/19324764 https://royalsocietypublishing.org/doi/10.1098/rsbl.2009.0934 ,,,
,,"Research Microbiology,Science",https://www.ncbi.nlm.nih.gov/pubmed/11763236 https://science.sciencemag.org/content/327/5964/439,,,
,,PNAS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4620860/,,,
,,Scientific Reports,https://www.nature.com/articles/srep18140 https://www.researchgate.net/publication/263564599_Potential_effects_of_climate_change_on_the_distribution_of_Scarabaeidae_dung_beetles_in_Western_Europe,,,
,,"Frontiers in Immunology,Scientific Reports",https://www.nature.com/articles/s41598-020-64264-1 https://www.frontiersin.org/articles/10.3389/fimmu.2020.00026/full,,,
,,Scientific Reports,https://www.nature.com/articles/s41598-019-39583-7 https://www.ncbi.nlm.nih.gov/pubmed/26324094 https://www.ncbi.nlm.nih.gov/pubmed/20412310,,,
,,Nature communications,https://www.nature.com/articles/s41467-020-14547-y,,,
,,Nature Chemistry,https://www.nature.com/articles/nchem.822,,,
,,"Nature,Journal of comparative physiology",https://www.nature.com/articles/nature10245 https://link.springer.com/article/10.1007%2FBF00610241,,,
,,Nature,https://www.nature.com/articles/nature06101,,,
,,Nature,https://www.nature.com/articles/438442a,,,
,,Nature,https://www.nature.com/articles/423923a,,,
,,Nature,https://www.nature.com/articles/325146a0,,,
,,Journal of the American Chemical Society,https://pubs.acs.org/doi/10.1021/ja1051632,,,
,,Nature,https://www.nature.com/articles/30871,,,
,,Marine drugs,https://www.mdpi.com/1660-3397/8/4/1213,,,
,,"Critical Reviews in Plant Sciences,The Quarterly Review of Biology",https://www.jstor.org/stable/2818333?seq=1 https://www.tandfonline.com/doi/abs/10.1080/713608316,,,
,,"Bulletin of the Torrey Botanical  Club,Torreya",https://www.jstor.org/stable/2480681?seq=1 https://www.jstor.org/stable/40596756?seq=1,,,
,,Annals of the Missouri Botanical Garden,https://www.jstor.org/stable/2398919?origin=crossref&seq=1 https://link.springer.com/chapter/10.1007/978-3-7091-6306-1_11,,,
,,Colonial Waterbirds,https://www.jstor.org/stable/1521506?seq=1,,,
,,"Life on Earth: A Natural History,Biological Bulletin",https://www.journals.uchicago.edu/doi/10.2307/1538612,,,
,,"Cell,""Principles of Virology: Molecular Biology, Pathogenesis, and Control of Animal Viruses, 2nd Edition""",https://www.cell.com/cell/fulltext/S0092-8674(06)00187-5?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867406001875%3Fshowall%3Dtrue,,,
,,"Nature Microbiology,Cell Host & Microbe",https://www.cell.com/cell-host-microbe/fulltext/S1931-3128(18)30041-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1931312818300416%3Fshowall%3Dtrue https://www.nature.com/articles/s41564-019-0371-3,,,
,,Biophysical Journal,https://www.cell.com/biophysj/fulltext/S0006-3495(09)02408-4,,,
,,"Annual Review of Microbiology,Journal of the Royal Society Interface",https://www.annualreviews.org/doi/abs/10.1146/annurev.micro.51.1.527 https://royalsocietypublishing.org/doi/full/10.1098/rsif.2009.0203,,,
,,"Annual Review of Biochemistry,PNAS",https://www.annualreviews.org/doi/10.1146/annurev-biochem-062608-103436 https://www.pnas.org/content/102/39/13855,,,
,,"Science,Nature,Journal of Fluid Mechanics",https://science.sciencemag.org/content/293/5527/102 https://www.nature.com/articles/28303,,,
,,Proceedings of the Royal Society B,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2012.1297,,,
,,Proceedings of the Royal Society B,https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2010.2292,,,
,,Proceedings of the Royal Society B,https://royalsocietypublishing.org/doi/10.1098/rspb.2013.1758,,,
,,Proceedings of the Royal Society B,https://royalsocietypublishing.org/doi/10.1098/rspb.2010.2203,,,
,,Proceedings of the Royal Society B,https://royalsocietypublishing.org/doi/10.1098/rspb.2000.1153,,,
,,"Proceedings of the Royal Society B,Journal of Morphology",https://royalsocietypublishing.org/doi/10.1098/rspb.1999.0668 https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291097-4687%28199710%29234%3A1%3C1%3A%3AAID-JMOR1%3E3.0.CO%3B2-I,,,
,,"Advanced Engineering Materials,Royal Society Open Science",https://royalsocietypublishing.org/doi/10.1098/rsos.140322 https://onlinelibrary.wiley.com/doi/abs/10.1002/adem.201080065,,,
,,Journal of the Royal Society Interface,https://royalsocietypublishing.org/doi/10.1098/rsif.2012.0429,,,
,,Journal of the Royal Society Interface,https://royalsocietypublishing.org/doi/10.1098/rsif.2010.0722,,,
,,Journal of the Royal Society Interface,https://royalsocietypublishing.org/doi/10.1098/rsif.2007.1338,,,
,,"Natural Product Reports,Phytoparasitica",https://pubs.rsc.org/en/content/articlelanding/1991/NP/np9910800309#!divAbstract https://link.springer.com/article/10.1007/s12600-010-0087-7,,,
,,"Langmuir,Revista de Microbiologia",https://pubs.acs.org/doi/10.1021/la201661y https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37141999000100001,,,
,,Journal of the American Chemical Society,https://pubs.acs.org/doi/10.1021/ja104996y,,,
,,Microbial Ecology,https://pubmed.ncbi.nlm.nih.gov/16944346/,,,
,,Physical Review E,https://pubmed.ncbi.nlm.nih.gov/15697629/,,,
,,"Biochemical Journal,Journal of Experimental Biology (JEB)",https://portlandpress.com/biochemj/article/356/2/503/39283/Novel-barnacle-underwater-adhesive-protein-is-a https://jeb.biologists.org/content/212/21/3499 ,,,
,,Ecography,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1600-0587.1984.tb01100.x,,,
,,"""Plant, Cell & Environment"",Nature",https://onlinelibrary.wiley.com/doi/full/10.1111/pce.12401 https://www.nature.com/articles/461047a,,,
,,Yeast,https://onlinelibrary.wiley.com/doi/full/10.1002/yea.1148,,,
,,Marine Mammal Science,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-7692.1998.tb00716.x https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-7692.1998.tb00717.x,,,
,,Ecology Letters,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1461-0248.2010.01501.x,,,
,,"Marine Ecology,Journal of Industrial Microbiology and Biotechnology,Fungal Diversity",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1439-0485.1991.tb00257.x https://link.springer.com/article/10.1007%2Fs10295-004-0165-2 http://drs.nio.org/drs/handle/2264/1392,,,
,,Medical and Veterinary Entomology,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2915.2005.00577.x,,,
,,Advanced Materials,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.200801256,,,
,,Advanced Materials,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.200601946,,,
,,New Phytologist,https://nph.onlinelibrary.wiley.com/doi/full/10.1046/j.0028-646X.2001.00299.x,,,
,,"Biodiversity and Ecosystem Function,Agroforestry Systems",https://link.springer.com/article/10.1023/A:1006203318425,,,
,,Journal of Bionic Engineering,https://link.springer.com/article/10.1016/S1672-6529(10)60252-1,,,
,,"Oecologia,The Private Life of Plants",https://link.springer.com/article/10.1007%2Fs00442-012-2575-6,,,
,,Wood Science and Technology,https://link.springer.com/article/10.1007%2Fs00226-005-0065-2,,,
,,Naturwissenschaften,https://link.springer.com/article/10.1007%2Fs00114-012-0901-9,,,
,,International Journal of Biometeorology,https://link.springer.com/article/10.1007%2FBF01049065,,,
,,Journal of Comparative Physiology A,https://link.springer.com/article/10.1007%2FBF00610867,,,
,,Oecologia,https://link.springer.com/article/10.1007/s004420050198,,,
,,PLoS Computational Biology,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1002670,,,
,,Physical Review E,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.76.031907,,,
,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/213/4/635 https://jeb.biologists.org/content/215/2/279,,,
,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/212/22/3621,,,
,,BMC Evolutionary Biology,https://bmcevolbiol.biomedcentral.com/articles/10.1186/1471-2148-10-214,,,
,,"The Journal of Ecology,PLoS Biology",https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2745.2011.01824.x https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000377,,,
,,The Journal of Ecology,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2745.2009.01601.x,,,
,,Limnology and Oceanography,https://aslopubs.onlinelibrary.wiley.com/doi/abs/10.4319/lo.2011.56.4.1310,,,
,,Applied and Environmental Microbiology,https://aem.asm.org/content/75/21/6635 ,,,
,,Soil Science Society of America Journal,https://acsess.onlinelibrary.wiley.com/doi/abs/10.2136/sssaj2009.0313,,,
,,Plant and Cell Physiology,https://academic.oup.com/pcp/article/45/3/257/1813250,,,
,,Journal of Economic Entomology,https://academic.oup.com/jee/article-abstract/99/4/1046/2218513?redirectedFrom=fulltext,,,
,,American Zoologist,https://academic.oup.com/icb/article/24/1/57/104459,,,
,,Inflammatory Bowel Diseases,https://academic.oup.com/ibdjournal/article/15/1/128/4647656,,,
,,BioScience,https://academic.oup.com/bioscience/article/56/7/570/234327,,,
,,"Biological Journal of the Linnaean Society,Verh. Naturwiss. Ver. Hamburg",https://academic.oup.com/biolinnean/article/99/2/233/2448125 https://www.researchgate.net/publication/273142268_A_new_study_on_the_structure_and_function_of_the_adhesive_organs_of_the_Old_World_sucker-footed_bat_Myzopoda_Myzopodidae_of_Madagascar,,,
,,Annals of Botany,https://academic.oup.com/aob/article-abstract/72/2/123/2584069?redirectedFrom=fulltext,,,
,,Plant Physiology,http://www.plantphysiol.org/content/153/4/1630,,,
,,Journal of Experimental Biology (JEB),http://dx.doi.org/10.1242/jeb.037465,,,
,,"Science,Proceedings of Sod-Based Cropping Systems Conference",http://dx.doi.org/10.1126/science.1188761 https://www.researchgate.net/publication/239919503_Characteristics_and_Impacts_of_Annual_vs_Perennial_Systems,,,
,,"ASME 2002 International Mechanical Engineering Congress and Exposition,Philosophical Transactions of the Royal Society A",http://dx.doi.org/10.1115/imece2002-32473 http://rsta.royalsocietypublishing.org/content/367/1894/1749.short,,,
,,"Journal of Natural History,Proceedings of the Royal Society B",http://dx.doi.org/10.1098/rspb.2002.1999 http://dx.doi.org/10.1080/00222938300770431,,,
,,"Journal of Experimental Biology (JEB),Journal of Physiology-Paris",http://dx.doi.org/10.1016/j.jphysparis.2008.10.017 http://dx.doi.org/10.1242/jeb.005694,,,
,,"Ornithology,Respiration Physiology",http://dx.doi.org/10.1016/0034-5687(74)90044-9 https://books.google.com/books?hl=en&lr=&id=zM0tG5ApO0UC&oi=fnd&pg=PR17&dq=ornithology+frank+b+gill&ots=T1uLIG2Dkl&sig=YAsfnO7UXxdnJa7Y6kE2pgtbtsY#v=onepage&q=ornithology%20frank%20b%20gill&f=false,,,
,,Natural History,http://connection.ebscohost.com/c/articles/9008131036/antifreeze-bees,,,
,,PLoS Biology,http://connection.ebscohost.com/c/articles/44322044/self-organization-escherichia-coli-chemotaxis-network-imaged-super-resolution-light-microscopy,,,
,,,https://iopscience.iop.org/article/10.1088/1748-3182/5/2/026003/meta,,,
10.1073/pnas.1900819116,,,https://www.pnas.org/content/116/51/25430,,,https://www.sciencedaily.com/releases/2019/12/191223095347.htm
10.1093/jxb/eraa063,,,https://academic.oup.com/jxb/article/71/10/2982/5722043,,,https://www.sciencedaily.com/releases/2020/02/200204112550.htm
10.1126/science.aam9506,,,https://science.sciencemag.org/content/358/6367/1172,,,
,,,https://www.cell.com/current-biology/fulltext/S0960-9822(19)31671-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0960982219316719%3Fshowall%3Dtrue,,,https://www.sciencedaily.com/releases/2020/02/200205132257.htm
,,,https://pubs.acs.org/doi/abs/10.1021/acsami.7b07060,,,https://news.illinois.edu/view/6367/537912
,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2017.0247,,,https://phys.org/news/2017-05-slice-pizza-curvature-fish-fins.html
,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/jav.01294,,,
,,,http://etheses.whiterose.ac.uk/9268/,,,
10.1121/1.1596173,,,https://asa.scitation.org/doi/10.1121/1.1596173,,,
10.1038/s41598-018-28022-8,,,https://www.nature.com/articles/s41598-018-28022-8,,,
,,,,,,https://www.nature.com/articles/nature21102
,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2019.0655,,,https://engineering.lehigh.edu/news/article/keith-w-moored-fin-tastic-model
,,,https://www.nature.com/articles/ncomms12289?WT.ec_id=NCOMMS-20160727&spMailingID=51921378&spUserID=ODkwMTM2NjQyNgS2&spJobID=963893045&spReportId=OTYzODkzMDQ1S0,,,
,,,https://www.pnas.org/content/114/22/5624,,,https://www.newscientist.com/article/2131109-ladybirds-transparent-shell-reveals-how-it-folds-its-wings/
,,,,,,https://www.nationalgeographic.com/news/2010/12/101228-sea-urchin-teeth-self-sharpening-tools-science-animals/
,,,,,,https://www.nature.com/news/how-the-disco-clam-got-its-flash-1.15462
,,,,,,http://www.materials360online.com/newsDetails/60697
,,,,,,https://newatlas.com/clingfish-adhesion/37386/
,,,,,,
,,,,,,https://newatlas.com/mussel-byssal-cuticle-bonding/14392/
,,,,,,https://www.sciencemag.org/news/2017/01/how-slimy-hagfish-ties-itself-knots-and-survives-shark-attacks
,,,https://jeb.biologists.org/content/219/22/3597,,,
,,,https://www.sciencedirect.com/science/article/abs/pii/S0944200616300575,,,
,,,,,,https://www.smithsonianmag.com/smithsonian-institution/tiny-sea-creatures-invisibility-cloak-possibly-spheres-180960926/
,,,https://www.cell.com/current-biology/fulltext/S0960-9822(19)30879-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0960982219308796%3Fshowall%3Dtrue,,,https://www.sciencedaily.com/releases/2019/08/190830092111.htm
,,,https://jeb.biologists.org/content/214/22/i.1,,,
,,,https://royalsocietypublishing.org/doi/full/10.1098/rsif.2013.0326,,,
,,,https://jeb.biologists.org/content/223/3/jeb214809,,,
,,,https://zookeys.pensoft.net/article/38348/,,,https://www.sciencedaily.com/releases/2020/02/200225104951.htm
,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2019.0692,,,https://www.sciencedaily.com/releases/2020/02/200225221342.htm
,,,,,,https://www.sciencedaily.com/releases/2020/02/200226131323.htm
,,,,,,https://www.sciencedaily.com/releases/2020/03/200312101048.htm
,,,,,,https://en.wikipedia.org/wiki/Defensin
,,,https://link.springer.com/article/10.1007/s00227-001-0710-8,,,
,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2019.0269,,,https://www.sgorb.zoologie.uni-kiel.de/?page_id=337
,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2018.0246,,,https://www.sgorb.zoologie.uni-kiel.de/?page_id=337
